Quote CreatedAt,CP Name,mode,Total Quotes Requested,Total Requested Shipment,Total Quotes Awarded,Total Booked Shipment,Total Shipment Failed by CP,Total Quotes Failed by Vendor,Abandon Shipments by CP,Abandon Shipments by Vendor,Avg. Booking Lead Time (In Minutes)
6/19/2023 0:00,Hein Family Kitchen,LTL,6,2,1,1,,2,,,5.166666667
6/18/2023 0:00,LA Floor Coverings,LTL,3,1,,,,1,,,
6/18/2023 0:00,LazySuzy,LTL,12,4,,,,4,4,,
6/17/2023 0:00,Bravus Brewing Company,LTL,8,1,1,1,,,,,4.866666667
6/17/2023 0:00,LazySuzy,LTL,39,3,,,,,3,,
6/16/2023 0:00,Aeotec Americas,LTL,10,1,1,1,,,,,3.9
6/16/2023 0:00,Allegheny Store Fixtures,FTL,57,4,2,2,,36,2,2,292.1537037
6/16/2023 0:00,Banyan Plastics,FTL,51,5,2,2,,10,3,1,7.875
6/16/2023 0:00,BBQ Grill Outlet,LTL,31,3,,,1,,2,,
6/16/2023 0:00,Big Frig,LTL,8,1,,,,,1,,
6/16/2023 0:00,Cast Fishing Co,Customs,1,1,1,1,,,,,1.25
6/16/2023 0:00,"Dabos, Inc",FTL,10,1,,,,2,1,,
6/16/2023 0:00,"Dabos, Inc",LTL,10,1,,,,,1,,
6/16/2023 0:00,Dahdoul Textiles,LTL,33,4,2,2,1,2,1,,7.995833333
6/16/2023 0:00,DRC Industries,FTL,118,9,6,6,1,33,2,2,52.43421053
6/16/2023 0:00,DRC Industries,LTL,79,8,4,4,1,,3,,2.789316239
6/16/2023 0:00,Facility Armor,LTL,13,1,1,1,,1,,,2.25
6/16/2023 0:00,Frimpeks,LTL,23,3,,,3,2,,,
6/16/2023 0:00,Greenlam America Inc,LTL,10,5,2,2,,3,3,,61.85
6/16/2023 0:00,Grow Cargo,FCL,1,1,1,1,,,,,0.766666667
6/16/2023 0:00,Grow Cargo,LTL,8,1,1,1,,,,,2.75
6/16/2023 0:00,Innovative Forage,FTL,14,1,,,1,6,,1,
6/16/2023 0:00,Inxeption Marketplace,FTL,175,19,10,15,,35,4,4,618.9763021
6/16/2023 0:00,Inxeption Marketplace,LTL,105,8,5,5,2,,1,,3.924047619
6/16/2023 0:00,JK Snacks,FTL,16,1,,,,2,1,1,
6/16/2023 0:00,JS Marketing,LTL,4,2,2,2,,,,,1.791666667
6/16/2023 0:00,"JumpSport, Inc.",LTL,33,3,,,3,2,,,
6/16/2023 0:00,Kammok,LTL,12,1,1,1,,,,,2.366666667
6/16/2023 0:00,KOACORE,FTL,80,8,,,,49,8,8,
6/16/2023 0:00,LA Floor Coverings,LTL,54,5,2,2,2,,1,,11.83968254
6/16/2023 0:00,Land View Inc,LTL,7,1,,,,,1,,
6/16/2023 0:00,LazySuzy,LTL,145,15,1,1,4,10,10,,8.133333333
6/16/2023 0:00,McAllister Retail Services,LTL,12,1,1,1,,,,,3.716666667
6/16/2023 0:00,Mersi Distribution,LTL,2,1,,,1,,,,
6/16/2023 0:00,MKB Company,LTL,32,4,2,2,1,2,1,,6.291666667
6/16/2023 0:00,Petersen Linens Company,LTL,8,1,1,1,,,,,32.46666667
6/16/2023 0:00,Poly Plus Solutions LLC,FTL,49,4,1,1,1,15,2,3,65.43333333
6/16/2023 0:00,Prime Packaging,LTL,11,1,,,1,,,,
6/16/2023 0:00,Priority Tire,LTL,41,4,,,,,4,,
6/16/2023 0:00,R&R Corp,FTL,57,5,,,2,16,3,1,
6/16/2023 0:00,RCI Off Road,LTL,24,3,1,1,2,,,,2.316666667
6/16/2023 0:00,Regal Beloit - International,FCL,15,15,15,15,,,,,312.5588889
6/16/2023 0:00,Rehab Racing Development,LTL,9,1,1,1,,,,,4.116666667
6/16/2023 0:00,Renwick Handcrafted Tiles,LTL,7,1,,,,,1,,
6/16/2023 0:00,Revolve,LTL,18,2,1,1,1,1,,,1.1
6/16/2023 0:00,Rhinotex,LTL,2,1,,,1,,,,
6/16/2023 0:00,Rugged Road Outdoors,LTL,7,1,1,1,,,,,6.35
6/16/2023 0:00,Seat Specialists,LTL,4,2,,,2,,,,
6/16/2023 0:00,Source Direct,LTL,2,1,,,1,,,,
6/16/2023 0:00,Southeastern Corrugated,FTL,40,4,4,4,,8,,,2.425
6/16/2023 0:00,Sun Image Distributors,LTL,40,4,2,2,2,,,,11.55
6/16/2023 0:00,The Joggle Factory,Air,1,1,1,1,,,,,2.233333333
6/16/2023 0:00,The Van Mart,LTL,30,3,3,3,,,,,5.686111111
6/16/2023 0:00,The Wahlberg Texas Corporation,LTL,14,7,3,3,,,4,,4.05
6/16/2023 0:00,Titan Water Pro,LTL,2,1,,,1,,,,
6/16/2023 0:00,Vertical Solutions,FTL,10,1,1,1,,2,,,5.116666667
6/16/2023 0:00,Viox Clean,FTL,12,2,,,2,,,2,
6/16/2023 0:00,VPE Thermal LLC,Air,1,1,1,1,,,,,0.883333333
6/15/2023 0:00,"ACR Electronics, Inc.",LTL,12,1,,,1,,,,
6/15/2023 0:00,AJSRE NY Inc,LTL,18,2,1,1,,,1,,2.65
6/15/2023 0:00,Allegheny Store Fixtures,FTL,29,3,,,,9,3,3,
6/15/2023 0:00,Apollo Enclosures,LTL,12,1,,,,,1,,
6/15/2023 0:00,Ascent Design,LTL,9,1,1,1,,1,,,2.833333333
6/15/2023 0:00,"Astera, inc",FTL,11,1,,,,7,1,1,
6/15/2023 0:00,Bandit Fitness,LTL,29,3,,,1,,2,,
6/15/2023 0:00,Banyan Plastics,FTL,27,2,,,2,6,,2,
6/15/2023 0:00,BBQ Grill Outlet,LTL,30,3,1,1,1,,1,,4.533333333
6/15/2023 0:00,Bravus Brewing Company,LTL,11,2,,,,2,2,,
6/15/2023 0:00,Civit Products,LTL,32,3,1,1,2,,,,3.85
6/15/2023 0:00,Clovis Polycon,LTL,8,1,,,1,,,,
6/15/2023 0:00,Colorado Cornhole Connection,LTL,10,1,,,,,1,,
6/15/2023 0:00,Dahdoul Textiles,FTL,10,1,1,1,,3,,,7.05
6/15/2023 0:00,Dahdoul Textiles,LTL,12,1,,,1,,,,
6/15/2023 0:00,DRC Industries,FTL,193,15,11,11,2,55,2,4,31.32141119
6/15/2023 0:00,DRC Industries,LTL,89,9,6,6,3,1,,,7.179661017
6/15/2023 0:00,EOS Trading Corp,LTL,6,3,1,1,2,1,,,3.516666667
6/15/2023 0:00,Facility Armor,LTL,46,4,,,,2,4,,
6/15/2023 0:00,Flip-Out Designs,LTL,60,6,2,1,4,5,1,,4.15
6/15/2023 0:00,Golden Dough Foods,LTL,21,2,2,2,,,,,8.096031746
6/15/2023 0:00,Grow Cargo,LTL,8,1,,,1,,,,
6/15/2023 0:00,Innovative Forage,FTL,13,1,,,,2,1,1,
6/15/2023 0:00,Innovative Forage,LTL,14,2,,,2,2,,,
6/15/2023 0:00,International Prospects Quotes,FTL,10,1,,,,2,1,,
6/15/2023 0:00,Inxeption Marketplace,FTL,179,18,6,12,1,48,5,3,1122.773043
6/15/2023 0:00,Inxeption Marketplace,LTL,137,13,3,3,2,2,8,,48.04733333
6/15/2023 0:00,J.D. Staron Galleries,LTL,12,1,1,1,,,,,110.6666667
6/15/2023 0:00,JK Snacks,FTL,215,16,,,,43,16,15,
6/15/2023 0:00,JS Marketing,LTL,6,3,2,2,1,,,,3.316666667
6/15/2023 0:00,"JumpSport, Inc.",LTL,57,5,,,5,1,,,
6/15/2023 0:00,Konsyl,FTL,20,2,2,2,,6,,,1.958333333
6/15/2023 0:00,LA Floor Coverings,LTL,111,11,5,5,6,,,,2.185714286
6/15/2023 0:00,LazySuzy,LTL,3,1,,,1,2,,,
6/15/2023 0:00,Mersi Distribution,LTL,22,11,1,1,10,,,,6.533333333
6/15/2023 0:00,Petersen Linens Company,LTL,9,1,,,1,,,,
6/15/2023 0:00,Poly Plus Solutions LLC,FTL,21,2,,,1,6,1,1,
6/15/2023 0:00,Prime Packaging,LTL,23,2,,,2,,,,
6/15/2023 0:00,Priority Tire,LTL,37,9,4,4,5,8,,,36.99583333
6/15/2023 0:00,RCI Off Road,LTL,21,3,,,3,4,,,
6/15/2023 0:00,"Ready Containment , LLC",LTL,11,1,1,1,,,,,10.15
6/15/2023 0:00,Regal Beloit - International,FCL,22,21,21,21,,,,,0.643181818
6/15/2023 0:00,Regal Beloit - International,LCL,1,1,1,1,,,,,1482.916667
6/15/2023 0:00,Rhinotex,LTL,16,8,,,8,1,,,
6/15/2023 0:00,Rugged Road Outdoors,LTL,11,1,1,1,,,,,1149.233333
6/15/2023 0:00,Seat Specialists,LTL,4,2,2,2,,,,,2.191666667
6/15/2023 0:00,Shoe Palace,FTL,15,2,2,2,,3,,,884.8788889
6/15/2023 0:00,SILPRO,LTL,9,1,,,1,,,,
6/15/2023 0:00,Size Metal,LTL,9,1,1,1,,,,,8.733333333
6/15/2023 0:00,Southeastern Corrugated,FTL,10,1,,,1,2,,,
6/15/2023 0:00,The Wahlberg Texas Corporation,LTL,20,10,3,3,1,2,6,,473.7722222
6/15/2023 0:00,Trisonic,LTL,2,1,1,1,,,,,114.05
6/15/2023 0:00,Tuff Products,LTL,12,1,1,1,,,,,31.45
6/15/2023 0:00,Vertical Solutions,FTL,10,1,1,1,,6,,,13.78333333
6/15/2023 0:00,Viox Clean,FTL,20,2,,,2,11,,,
6/15/2023 0:00,Viox Clean,LTL,25,3,2,2,1,5,,,7.8
6/15/2023 0:00,Water and Wellness LLC,LTL,11,1,1,1,,,,,11.46666667
6/15/2023 0:00,Wonder Porcelain,FTL,13,1,1,1,,4,,,536.1833333
6/14/2023 0:00,AJSRE NY Inc,LTL,36,5,,,5,,,,
6/14/2023 0:00,Allegheny Store Fixtures,FTL,27,2,,,,13,2,2,
6/14/2023 0:00,Ammega Group,FTL,45,3,3,3,,9,,,100.6333333
6/14/2023 0:00,Ammeraal Beltech,FTL,13,1,1,1,,2,,,17.63333333
6/14/2023 0:00,Architerra Designs,LTL,8,1,,,,1,1,,
6/14/2023 0:00,"Astera, inc",FTL,23,2,,,2,4,,1,
6/14/2023 0:00,Banyan Plastics,FTL,23,2,,,1,4,1,1,
6/14/2023 0:00,Big Frig,LTL,14,1,,,1,,,,
6/14/2023 0:00,Big River Rubber & Gasket,LTL,10,1,,,1,,,,
6/14/2023 0:00,Blu Sleep Products,LTL,18,3,2,2,1,6,,,6.88
6/14/2023 0:00,Burly USA,LTL,2,1,,,,,1,,
6/14/2023 0:00,"Chemplast, Inc",LTL,13,1,1,1,,,,,6.833333333
6/14/2023 0:00,Civit Products,LTL,6,2,1,1,1,3,,,4.916666667
6/14/2023 0:00,Clovis Polycon,LTL,22,2,2,1,1,,,,6.816666667
6/14/2023 0:00,Dahdoul Textiles,LTL,28,4,,,4,4,,,
6/14/2023 0:00,DRC Industries,FTL,104,7,6,7,,23,,,70.95705128
6/14/2023 0:00,DRC Industries,LTL,44,6,3,3,3,2,,,6.1
6/14/2023 0:00,East Star Wholesale Inc,LTL,9,1,1,1,,,,,13.21666667
6/14/2023 0:00,EOS Trading Corp,LTL,2,1,,,,,1,,
6/14/2023 0:00,Golden Dough Foods,FTL,15,1,1,1,,3,,,18.28333333
6/14/2023 0:00,Helwig Recycling Inc.,FTL,20,2,,,2,4,,,
6/14/2023 0:00,Innovative Forage,LTL,10,1,,,1,,,,
6/14/2023 0:00,International Surrey Company Ltd.,LTL,56,5,2,2,3,5,,,10.28333333
6/14/2023 0:00,Inxeption Marketplace,FTL,259,22,8,8,5,102,9,8,120.1584046
6/14/2023 0:00,Inxeption Marketplace,LTL,75,8,3,3,2,10,3,,2.932352941
6/14/2023 0:00,JK Snacks,FTL,52,4,,,4,9,,4,
6/14/2023 0:00,"JumpSport, Inc.",LTL,30,3,,,3,2,,,
6/14/2023 0:00,Kammok,LTL,23,2,2,2,,2,,,4.626811594
6/14/2023 0:00,Keen Ramps - Tier 1 + Parcel (UPS),LTL,38,4,2,2,2,1,,,45.42083333
6/14/2023 0:00,Konsyl,LTL,9,1,1,1,,,,,2.25
6/14/2023 0:00,LA Floor Coverings,LTL,81,8,2,2,6,4,,,1.848148148
6/14/2023 0:00,LazySuzy,LTL,57,7,1,1,5,3,1,,2.383333333
6/14/2023 0:00,Mersi Distribution,LTL,4,2,2,2,,,,,17.94166667
6/14/2023 0:00,MKB Company,LTL,24,4,3,3,1,3,,,25.81428571
6/14/2023 0:00,Next Level Polymers,FTL,12,1,,,1,3,,1,
6/14/2023 0:00,"Nutech Biosciences, Inc.",LTL,8,1,,,1,,,,
6/14/2023 0:00,Pearl Design Co,LTL,11,1,,,,,1,,
6/14/2023 0:00,Petersen Linens Company,LTL,3,1,1,1,,1,,,8.916666667
6/14/2023 0:00,Pioneers Harvest,FTL,23,2,1,1,1,8,,,29.16666667
6/14/2023 0:00,Pioneers Harvest,LTL,8,1,,,1,,,,
6/14/2023 0:00,Poly Plus Solutions LLC,FTL,21,2,,,2,3,,2,
6/14/2023 0:00,Presotea US,LTL,10,1,1,1,,,,,3.983333333
6/14/2023 0:00,Prime Packaging,LTL,11,1,1,1,,,,,3.716666667
6/14/2023 0:00,RBA Photobooths,LTL,9,1,1,1,,,,,7.616666667
6/14/2023 0:00,RCI Off Road,LTL,3,1,,,1,3,,,
6/14/2023 0:00,Regal Beloit - International,LCL,9,9,9,9,,,,,2.001851852
6/14/2023 0:00,Rhinotex,LTL,6,3,2,2,1,,,,7.7
6/14/2023 0:00,Seat Specialists,LTL,2,1,1,1,,,,,2.516666667
6/14/2023 0:00,Shoe Palace,FTL,20,2,,1,1,7,,,907.6833333
6/14/2023 0:00,Sipa North America,LTL,11,1,1,1,,,,,3.816666667
6/14/2023 0:00,Source Direct,LTL,4,2,,,2,,,,
6/14/2023 0:00,Sun Image Distributors,LTL,22,2,2,2,,,,,2.691666667
6/14/2023 0:00,The Wahlberg Texas Corporation,LTL,6,3,1,1,1,,1,,5
6/14/2023 0:00,Weck Method,LTL,10,1,1,1,,,,,4.7
6/14/2023 0:00,WIT LOGISTICS,FTL,13,1,1,1,,2,,,8.3
6/13/2023 0:00,AJSRE NY Inc,LTL,18,2,2,2,,,,,738.2148148
6/13/2023 0:00,Amer Rugs,LTL,22,2,2,2,,1,,,5.85
6/13/2023 0:00,Ascent Design,LTL,27,3,1,,1,3,2,,
6/13/2023 0:00,"Astera, inc",FTL,11,1,,,1,2,,1,
6/13/2023 0:00,Axess Americas Events Inc,LTL,6,1,1,1,,,,,5.883333333
6/13/2023 0:00,Bandbell,LTL,9,1,1,1,,,,,5.95
6/13/2023 0:00,Banyan Plastics,FTL,184,16,10,10,2,41,4,4,115.5669753
6/13/2023 0:00,Big Frig,LTL,23,2,,,2,,,,
6/13/2023 0:00,Blu Sleep Products,LTL,12,4,1,1,3,11,,,5.116666667
6/13/2023 0:00,Bravus Brewing Company,LTL,12,2,,,1,2,1,,
6/13/2023 0:00,Civit Products,LTL,11,1,1,1,,,,,2.466666667
6/13/2023 0:00,Classic Soft Trim - Outbound San Diego,LTL,28,2,2,2,,,,,1.833333333
6/13/2023 0:00,"Dabos, Inc",LTL,11,1,,,1,,,,
6/13/2023 0:00,Dahdoul Textiles,FTL,10,1,1,1,,4,,,2.016666667
6/13/2023 0:00,Dahdoul Textiles,LTL,14,2,1,1,1,2,,,16.23333333
6/13/2023 0:00,DRC Industries,FTL,202,15,12,12,2,67,1,1,44.40746421
6/13/2023 0:00,DRC Industries,LTL,150,17,8,8,9,6,,,5.233568075
6/13/2023 0:00,Goral LLC,LTL,7,1,,,1,,,,
6/13/2023 0:00,Griffin Fitness,LTL,12,1,,,1,1,,,
6/13/2023 0:00,HD Buttercup LP,LTL,2,1,1,1,,,,,2.55
6/13/2023 0:00,HEWITT RACING & MFG,LTL,9,1,,,,,1,,
6/13/2023 0:00,Hotbin Composting,LTL,9,1,,,1,,,,
6/13/2023 0:00,Innovative Forage,LTL,47,4,3,3,1,,,,12.88039216
6/13/2023 0:00,International Surrey Company Ltd.,LTL,24,2,1,1,,2,1,,5.216666667
6/13/2023 0:00,Inxeption Marketplace,FTL,192,16,8,8,6,78,2,5,99.48148148
6/13/2023 0:00,Inxeption Marketplace,LTL,129,15,3,3,10,11,2,,3.711111111
6/13/2023 0:00,JS Marketing,LTL,18,9,5,5,4,,,,3.53
6/13/2023 0:00,"JumpSport, Inc.",LTL,67,6,1,1,5,4,,,4.033333333
6/13/2023 0:00,Kammok,LTL,27,3,2,2,1,2,,,1.07
6/13/2023 0:00,Keen Ramps - Tier 1 + Parcel (UPS),LTL,8,1,1,1,,1,,,1180.9
6/13/2023 0:00,Konsyl,FTL,35,3,2,2,1,15,,,2.670289855
6/13/2023 0:00,LA Floor Coverings,LTL,43,4,2,2,2,,,,8.327272727
6/13/2023 0:00,LazySuzy,LTL,159,17,1,1,16,11,,,6.433333333
6/13/2023 0:00,LOOMLAN,LTL,10,1,1,1,,1,,,2.433333333
6/13/2023 0:00,Mersi Distribution,LTL,8,4,,,4,,,,
6/13/2023 0:00,MKB Company,FTL,12,1,1,1,,3,,,4.966666667
6/13/2023 0:00,MKB Company,LTL,11,2,,,2,2,,,
6/13/2023 0:00,Modern Digs,LTL,21,2,2,2,,2,,,4.138095238
6/13/2023 0:00,"Nutech Biosciences, Inc.",LTL,9,1,1,1,,,,,2.15
6/13/2023 0:00,Petersen Linens Company,LTL,17,2,2,2,,,,,1049.502941
6/13/2023 0:00,Plasti-Crate,LTL,12,2,1,1,1,,,,2.683333333
6/13/2023 0:00,Poly Plus Solutions LLC,FTL,21,2,,,2,7,,1,
6/13/2023 0:00,Presotea US,LTL,10,1,1,1,,,,,2.133333333
6/13/2023 0:00,Priority Tire,LTL,6,2,1,1,1,3,,,6.85
6/13/2023 0:00,Production Test,FTL,45,4,,,4,9,,,
6/13/2023 0:00,RBA Photobooths,LTL,40,4,1,1,3,,,,4.083333333
6/13/2023 0:00,RCI Off Road,LTL,25,4,2,2,2,8,,,16.92894737
6/13/2023 0:00,"Ready Containment , LLC",LTL,52,5,1,1,4,4,,,3.083333333
6/13/2023 0:00,Regal Beloit - International,FCL,24,24,24,24,,,,,1.266666667
6/13/2023 0:00,Regal Beloit - International,LCL,13,13,12,12,,,1,,1560.002778
6/13/2023 0:00,Rehab Racing Development,LTL,20,2,,,2,2,,,
6/13/2023 0:00,Renwick Handcrafted Tiles,LTL,21,3,,,,,3,,
6/13/2023 0:00,Rhinotex,LTL,6,3,,,3,,,,
6/13/2023 0:00,Runnin 4 Tacos,LTL,9,1,1,1,,1,,,2.066666667
6/13/2023 0:00,Seat Specialists,LTL,10,5,,,2,6,3,,
6/13/2023 0:00,Sipa North America,LTL,12,1,1,1,,,,,4.7
6/13/2023 0:00,Size Metal,LTL,10,1,1,1,,1,,,2.233333333
6/13/2023 0:00,Source Direct,LTL,4,2,,,2,,,,
6/13/2023 0:00,Sun Image Distributors,LTL,20,2,2,2,,,,,6.7175
6/13/2023 0:00,The Wahlberg Texas Corporation,LTL,8,4,,,,,4,,
6/13/2023 0:00,The Zero Proof,LTL,12,1,1,1,,2,,,3.616666667
6/13/2023 0:00,Valleywood Cabinetry,LTL,9,1,1,1,,,,,19.25
6/13/2023 0:00,Vantage Logistics Corporation,Drayage,1,1,1,1,,,,,4.216666667
6/13/2023 0:00,Weck Method,Customs,1,1,1,1,,,,,1.533333333
6/13/2023 0:00,WIT LOGISTICS,FTL,45,4,1,1,3,9,,,192.9333333
6/13/2023 0:00,Wonder Porcelain,FTL,14,1,,,,3,1,1,
6/13/2023 0:00,worldwide recycler services,FCL,1,1,1,1,,,,,1.083333333
6/12/2023 0:00,AJSRE NY Inc,LTL,103,12,3,3,9,1,,,120.6205128
6/12/2023 0:00,Apollo Enclosures,LTL,11,1,,,1,,,,
6/12/2023 0:00,Banyan Plastics,FTL,38,3,1,1,1,12,1,1,37.05
6/12/2023 0:00,Big Frig,LTL,20,2,,,2,,,,
6/12/2023 0:00,Blu Sleep Products,LTL,10,1,1,1,,1,,,17.63333333
6/12/2023 0:00,Burly USA,LTL,2,1,1,1,,,,,13.96666667
6/12/2023 0:00,Civit Products,LTL,20,2,1,1,1,,,,1.666666667
6/12/2023 0:00,Colorado Cornhole Connection,LTL,3,1,,,,1,1,,
6/12/2023 0:00,"Dabos, Inc",LTL,52,5,,,5,,,,
6/12/2023 0:00,Dahdoul Textiles,LTL,37,5,,,5,4,,,
6/12/2023 0:00,DRC Industries,FTL,133,10,9,9,1,54,,,33.08686441
6/12/2023 0:00,DRC Industries,LTL,55,6,6,6,,1,,,4.705151515
6/12/2023 0:00,East Star Wholesale Inc,LTL,23,2,,,2,1,,,
6/12/2023 0:00,Facility Armor,LTL,13,1,,,,1,1,,
6/12/2023 0:00,Flip-Out Designs,LTL,36,3,,,1,1,2,,
6/12/2023 0:00,Frimpeks,LTL,11,1,,,1,,,,
6/12/2023 0:00,Golden Dough Foods,LTL,12,4,3,3,1,4,,,30.98888889
6/12/2023 0:00,Grow Cargo,LTL,8,1,,,1,,,,
6/12/2023 0:00,Innovative Forage,FTL,10,1,,,1,3,,,
6/12/2023 0:00,Innovative Forage,LTL,9,1,,,1,,,,
6/12/2023 0:00,International Prospects Quotes,FTL,10,1,,,1,5,,,
6/12/2023 0:00,International Surrey Company Ltd.,LTL,14,1,,,1,,,,
6/12/2023 0:00,Inxeption Marketplace,FTL,279,24,5,5,7,86,12,6,54.38306878
6/12/2023 0:00,Inxeption Marketplace,LTL,63,7,2,2,2,5,3,,5.893939394
6/12/2023 0:00,JK Snacks,FTL,129,9,,,9,20,,9,
6/12/2023 0:00,JS Marketing,LTL,2,1,,,1,,,,
6/12/2023 0:00,"JumpSport, Inc.",LTL,9,1,,,1,1,,,
6/12/2023 0:00,Konsyl,FTL,10,1,1,1,,3,,,1.483333333
6/12/2023 0:00,LA Floor Coverings,LTL,61,6,3,3,3,,,,3.350555556
6/12/2023 0:00,LazySuzy,LTL,8,1,,,1,,,,
6/12/2023 0:00,LOOMLAN,LTL,21,2,1,1,1,,,,2.25
6/12/2023 0:00,Magic Beans,LTL,18,2,2,2,,,,,2.783333333
6/12/2023 0:00,McAllister Retail Services,LTL,11,1,1,1,,,,,2.333333333
6/12/2023 0:00,Mersi Distribution,LTL,2,1,,,1,,,,
6/12/2023 0:00,MKB Company,FTL,20,2,,,2,6,,,
6/12/2023 0:00,MKB Company,LTL,50,6,4,4,2,2,,,4.942424242
6/12/2023 0:00,Modern Digs,LTL,12,1,,,1,,,,
6/12/2023 0:00,Murphy Enterprises of Alabama Inc,LTL,10,1,,,1,,,,
6/12/2023 0:00,Next Level Polymers,FTL,10,1,1,1,,2,,,7.4
6/12/2023 0:00,Pioneers Harvest,LTL,12,2,,,,1,2,,
6/12/2023 0:00,Poly Plus Solutions LLC,FTL,38,3,,,3,12,,3,
6/12/2023 0:00,Priority Tire,LTL,33,3,1,1,2,,,,4.666666667
6/12/2023 0:00,R&R Corp,LTL,10,1,1,1,,,,,6.033333333
6/12/2023 0:00,R&W Co. LLC,LTL,3,1,1,1,,1,,,0.733333333
6/12/2023 0:00,Reclaimed Warehouse,LTL,36,3,1,1,2,,,,4.2
6/12/2023 0:00,Rehab Racing Development,LTL,31,3,2,2,1,,,,6.242424242
6/12/2023 0:00,Renwick Handcrafted Tiles,LTL,8,1,1,1,,,,,8.166666667
6/12/2023 0:00,Revolve,LTL,39,3,1,1,2,4,,,1.45
6/12/2023 0:00,Rhinotex,LTL,2,1,,,1,,,,
6/12/2023 0:00,RR3 Resources,FTL,8,1,,,1,3,,,
6/12/2023 0:00,Rugged Road Outdoors,FTL,15,1,,,1,2,,1,
6/12/2023 0:00,S&W Seed,LTL,10,1,,,,,1,,
6/12/2023 0:00,Skinny Latina,LTL,24,2,1,1,1,,,,19.11666667
6/12/2023 0:00,Source Direct,LTL,16,8,1,1,7,,,,54.53333333
6/12/2023 0:00,Stick Mobility,LTL,12,1,1,1,,,,,16.26666667
6/12/2023 0:00,Stillman Co.,LTL,11,1,,,1,,,,
6/12/2023 0:00,The Wahlberg Texas Corporation,LTL,16,8,4,4,3,,1,,8.695833333
6/12/2023 0:00,The Zero Proof,LTL,10,1,1,1,,1,,,5.716666667
6/12/2023 0:00,Upland Enterprises Inc.,LTL,12,2,,,,,2,,
6/12/2023 0:00,Vantage Logistics Corporation,Customs,1,1,1,1,,,,,0.466666667
6/12/2023 0:00,VPE Thermal LLC,LTL,11,1,1,1,,,,,3.216666667
6/12/2023 0:00,Wonder Porcelain,LTL,9,3,,,2,6,1,,
6/11/2023 0:00,AJSRE NY Inc,LTL,27,9,,,9,11,,,
6/11/2023 0:00,Burly USA,LTL,4,2,1,1,1,,,,3590.35
6/11/2023 0:00,Goral LLC,LTL,6,2,,,2,2,,,
6/11/2023 0:00,Hotbin Composting,LTL,3,1,1,1,,1,,,5.516666667
6/11/2023 0:00,LazySuzy,LTL,3,1,,,1,1,,,
6/10/2023 0:00,LazySuzy,LTL,3,1,,,1,1,,,
6/10/2023 0:00,Prime Packaging,LTL,3,1,,,1,1,,,
6/10/2023 0:00,Priority Tire,LTL,6,2,1,1,1,2,,,7.866666667
6/9/2023 0:00,"Above Edge, Inc",LTL,24,2,1,1,1,,,,2.366666667
6/9/2023 0:00,AJSRE NY Inc,LTL,21,2,1,1,1,,,,15.86666667
6/9/2023 0:00,Apollo Enclosures,LTL,6,2,,,2,4,,,
6/9/2023 0:00,Bandit Fitness,LTL,10,1,,,1,,,,
6/9/2023 0:00,Beach Box,LTL,3,1,,,,3,1,,
6/9/2023 0:00,Big Frig,LTL,18,4,1,1,3,6,,,2.2
6/9/2023 0:00,"Chasing Alpha, LLC - International",LTL,16,2,1,1,1,,,,3.916666667
6/9/2023 0:00,Civit Products,LTL,10,1,,,1,,,,
6/9/2023 0:00,COR Corporation,LTL,26,2,,,2,,,,
6/9/2023 0:00,Dahdoul Textiles,LTL,35,3,1,1,2,1,,,0.933333333
6/9/2023 0:00,DRC Industries,FTL,155,12,11,11,1,40,,2,21.04944072
6/9/2023 0:00,DRC Industries,LTL,112,11,6,6,4,,1,,3.224043716
6/9/2023 0:00,EOS Trading Corp,LTL,2,1,,,1,,,,
6/9/2023 0:00,EZE Ryders,LTL,12,1,,,1,1,,,
6/9/2023 0:00,Facility Armor,LTL,12,1,1,1,,1,,,2.183333333
6/9/2023 0:00,Free Motion,LTL,20,2,1,1,1,2,,,3.266666667
6/9/2023 0:00,Golden Dough Foods,LTL,23,2,1,1,1,,,,7.15
6/9/2023 0:00,Greenlam America Inc,LTL,4,2,,,2,2,,,
6/9/2023 0:00,HD Buttercup LP,LTL,2,1,1,1,,,,,3.583333333
6/9/2023 0:00,Innovative Forage,LTL,46,7,4,4,3,6,,,32.73378378
6/9/2023 0:00,International Prospects Quotes,LTL,6,2,,,2,4,,,
6/9/2023 0:00,Inxeption Marketplace,FTL,230,21,2,2,19,94,,9,125.0144444
6/9/2023 0:00,Inxeption Marketplace,LTL,135,12,6,6,6,6,,,24.6
6/9/2023 0:00,JS Marketing,LTL,6,3,3,3,,,,,4.044444444
6/9/2023 0:00,"JumpSport, Inc.",LTL,13,1,,,1,1,,,
6/9/2023 0:00,Keen Ramps - Tier 1 + Parcel (UPS),LTL,54,5,2,2,3,5,,,2.025
6/9/2023 0:00,KOACORE,FTL,30,3,,,3,18,,3,
6/9/2023 0:00,LA Floor Coverings,LTL,56,5,3,3,2,1,,,3.918888889
6/9/2023 0:00,Land View Inc,LTL,8,1,1,1,,,,,8.55
6/9/2023 0:00,LazySuzy,LTL,38,4,,,4,2,,,
6/9/2023 0:00,Magic Beans,LTL,18,2,2,2,,,,,4.133333333
6/9/2023 0:00,Mersi Distribution,LTL,2,1,,,1,,,,
6/9/2023 0:00,MKB Company,FTL,1,1,1,1,,,,,3.283333333
