Quote CreatedAt,CP Name,mode,Total Quotes Requested,Total Requested Shipment,Total Quotes Awarded,Total Booked Shipment,Total Shipment Failed by CP,Total Quotes Failed by Vendor,Abandon Shipments by CP,Abandon Shipments by Vendor,Avg. Booking Lead Time (In Minutes)
4/6/2023 0:00,International Surrey Company Ltd.,LTL,99,8,1,1,7,10,,,3.716666667
4/6/2023 0:00,Inxeption Marketplace,FTL,61,9,5,5,4,10,,,40.42121212
4/6/2023 0:00,Inxeption Marketplace,LTL,68,6,4,4,2,3,,,9.069444444
4/6/2023 0:00,James Robinson Creations,LTL,27,2,2,2,,2,,,5.942592593
4/6/2023 0:00,JS Marketing,LTL,4,1,1,1,,,,,1.933333333
4/6/2023 0:00,KOACORE,FTL,65,8,,,8,42,,5,
4/6/2023 0:00,KOACORE,LTL,20,5,,,5,11,,,
4/6/2023 0:00,LA Floor Coverings,LTL,26,2,1,1,1,,,,9.833333333
4/6/2023 0:00,Land View Inc,LTL,8,1,,,1,1,,,
4/6/2023 0:00,LazySuzy,LTL,48,4,,,4,,,,
4/6/2023 0:00,LOOMLAN,LTL,13,1,,,1,4,,,
4/6/2023 0:00,Meyer Burger (Americas) Ltd.,Drayage,2,2,2,2,,,,,0.541666667
4/6/2023 0:00,MKB Company,LTL,5,1,1,1,,4,,,4.05
4/6/2023 0:00,Next Level Polymers,FTL,8,1,1,1,,1,,,209.3333333
4/6/2023 0:00,OnBoard Logistics,LTL,50,4,1,1,3,1,,,3.1
4/6/2023 0:00,Pioneers Harvest,FTL,11,1,,,1,2,,1,
4/6/2023 0:00,Pioneers Harvest,LTL,10,1,1,1,,,,,3.766666667
4/6/2023 0:00,Preferred Finishing Inc,LTL,12,1,1,1,,,,,2.6
4/6/2023 0:00,Prime Packaging,LTL,15,1,,,1,,,,
4/6/2023 0:00,Priority Tire,LTL,64,5,2,2,3,4,,,4.909259259
4/6/2023 0:00,Production Test,FTL,8,1,,,1,2,,,
4/6/2023 0:00,Production Test,LTL,19,1,,,1,,,1,
4/6/2023 0:00,RAC Corporation,FTL,1,1,1,1,,,,,56.96666667
4/6/2023 0:00,RBA Photobooths,LTL,5,1,,,1,3,,,
4/6/2023 0:00,"Ready Containment , LLC",LTL,14,1,1,1,,1,,,6.633333333
4/6/2023 0:00,Regal Beloit - International,Air,2,2,2,2,,,,,3.416666667
4/6/2023 0:00,Regal Beloit - International,LCL,1,1,1,1,,,,,-3855.216667
4/6/2023 0:00,Renwick Handcrafted Tiles,LTL,9,1,,,1,,,,
4/6/2023 0:00,Rooprai Brothers Inc,LTL,13,1,,,1,,,,
4/6/2023 0:00,Rugged Road Outdoors,LTL,14,1,,,1,,,,
4/6/2023 0:00,Runnin 4 Tacos,LTL,11,1,1,1,,,,,2.783333333
4/6/2023 0:00,Shoe Palace,LTL,36,3,1,1,2,,,,4.4
4/6/2023 0:00,"Simkins-Hallin, Inc.",Customs,2,2,1,1,1,,,,0.75
4/6/2023 0:00,Size Metal,LTL,34,3,1,1,2,4,,,2.6
4/6/2023 0:00,Source Direct,LTL,4,1,,,1,1,,,
4/6/2023 0:00,SRQ FABRICATIONS,LTL,4,1,1,1,,,,,2.05
4/6/2023 0:00,STAAR SCS,LTL,24,2,2,2,,2,,,151.4993056
4/6/2023 0:00,Sun Image Distributors,LTL,132,12,9,9,3,1,,,13.06296296
4/6/2023 0:00,Sweet Logic,LTL,13,1,1,1,,,,,6.083333333
4/6/2023 0:00,T&B Tube,FTL,24,2,,,2,7,,1,
4/6/2023 0:00,The Cortina Companies,FTL,13,1,,,1,5,,1,
4/6/2023 0:00,The Cortina Companies,LTL,5,1,,,1,3,,,
4/6/2023 0:00,The Wahlberg Texas Corporation,LTL,20,5,2,2,3,5,,,5.966666667
4/6/2023 0:00,Valudor Products,FTL,9,2,1,1,1,3,,,81.93333333
4/6/2023 0:00,Valudor Products,LTL,13,1,,,1,,,,
4/6/2023 0:00,Vogue Hospitality,FTL,63,9,,,9,9,,,
4/6/2023 0:00,Vogue Hospitality,LTL,230,18,,,18,18,,,
4/6/2023 0:00,VPE Thermal LLC,LTL,14,1,1,1,,,,,4.1
4/6/2023 0:00,VS Booths 360,LTL,33,3,1,1,2,,,,6.366666667
4/5/2023 0:00,"Above Edge, Inc",LTL,41,3,2,2,1,,,,2.6375
4/5/2023 0:00,AJSRE NY Inc,LTL,61,5,1,1,4,,,,1557.733333
4/5/2023 0:00,Amer Rugs,LTL,53,4,3,3,1,2,,,2.133333333
4/5/2023 0:00,American Hyperion Solar LLC,Customs,1,1,,,1,,,,
4/5/2023 0:00,Amore Beds,LTL,14,1,1,1,,,,,4.3
4/5/2023 0:00,Apollo Enclosures,LTL,4,1,,,1,1,,,
4/5/2023 0:00,"Astera, inc",FTL,12,2,1,1,1,2,,,38.73333333
4/5/2023 0:00,AVRS FURNITURE,LTL,63,5,2,2,3,,,,3.631944444
4/5/2023 0:00,Bandit Fitness,LTL,11,1,,,1,,,,
4/5/2023 0:00,Big Frig,LTL,11,1,,,1,,,,
4/5/2023 0:00,Blu Sleep Products,LTL,30,2,1,1,1,,,,3.816666667
4/5/2023 0:00,Caig Laboratories,LTL,11,1,1,1,,2,,,10
4/5/2023 0:00,Carolina Cotton Works,LTL,40,3,3,3,,1,,,4.839166667
4/5/2023 0:00,Civit Products,LTL,10,1,,,1,,,,
4/5/2023 0:00,Classic Soft Trim - Outbound San Diego,FTL,1,1,1,1,,,,,3.233333333
4/5/2023 0:00,Classic Soft Trim - Outbound San Diego,LTL,15,1,,,1,,,,
4/5/2023 0:00,COR Corporation,LTL,26,2,,,2,,,,
4/5/2023 0:00,Dahdoul Textiles,LTL,14,1,1,1,,,,,2.666666667
4/5/2023 0:00,DRC Industries,FTL,86,9,6,6,3,22,,2,54.17172619
4/5/2023 0:00,DRC Industries,LTL,89,8,6,6,2,4,,,3.494615385
4/5/2023 0:00,DreamPod,LTL,10,1,,,1,2,,,
4/5/2023 0:00,DumpsterGard,LTL,13,1,1,1,,,,,2.633333333
4/5/2023 0:00,Electric Boarding Co,LTL,10,1,1,1,,1,,,2.916666667
4/5/2023 0:00,Elevate Sports,Drayage,1,1,,1,,,,,11331.18333
4/5/2023 0:00,Facility Armor,LTL,28,2,1,1,1,3,,,2.916666667
4/5/2023 0:00,Finer Desk,LTL,23,2,,,2,3,,,
4/5/2023 0:00,Frimpeks,LTL,12,1,,,1,,,,
4/5/2023 0:00,Gotham Synergy,FTL,8,1,1,1,,1,,,18.1
4/5/2023 0:00,Greenlam America Inc,LTL,16,4,,,4,1,,,
4/5/2023 0:00,Harry Miller Appliances,LTL,11,1,,,1,3,,,
4/5/2023 0:00,HEWITT RACING & MFG,LTL,17,1,1,1,,,,,4.983333333
4/5/2023 0:00,HTP SUPPLY LLC,FTL,16,2,1,1,1,2,,,2.2
4/5/2023 0:00,Hypervibe,LTL,5,1,,,1,2,,,
4/5/2023 0:00,Innovative Forage,FTL,10,1,,,1,2,,,
4/5/2023 0:00,Innovative Forage,LTL,81,8,2,2,6,8,,,634.3033333
4/5/2023 0:00,Inxeption Marketplace,FTL,42,6,6,6,,18,,,100.2722222
4/5/2023 0:00,Inxeption Marketplace,LTL,80,6,,,6,,,,
4/5/2023 0:00,inxtrans,LTL,10,2,,,2,6,,,
4/5/2023 0:00,J.D. Staron Galleries,Air,1,1,1,1,,,,,2.25
4/5/2023 0:00,J.D. Staron Galleries,LTL,11,1,1,1,,,,,12.03333333
4/5/2023 0:00,JS Marketing,LTL,4,1,1,1,,2,,,179.65
4/5/2023 0:00,"JumpSport, Inc.",LTL,49,4,2,2,2,5,,,22.87101449
4/5/2023 0:00,LA Floor Coverings,LTL,82,8,,,8,5,,,
4/5/2023 0:00,Land View Inc,LTL,9,1,,,1,,,,
4/5/2023 0:00,LazySuzy,LTL,39,3,,,3,,,,
4/5/2023 0:00,Magic Beans,LTL,10,1,,,1,1,,,
4/5/2023 0:00,Mersi Distribution,LTL,24,6,1,1,5,1,,,13.05
4/5/2023 0:00,MKB Company,LTL,36,3,2,2,1,3,,,2.64057971
4/5/2023 0:00,Modern Digs,LTL,15,1,,,1,2,,,
4/5/2023 0:00,Next Level Polymers,FTL,8,1,,,1,1,,,
4/5/2023 0:00,OnBoard Logistics,LTL,45,4,,,4,1,,,
4/5/2023 0:00,Pearl Design Co,LTL,12,1,1,1,,,,,3.6
4/5/2023 0:00,Pioneers Harvest,LTL,29,3,,,3,,,,
4/5/2023 0:00,PR Steelecoat,LTL,35,3,2,2,1,1,,,3.870138889
4/5/2023 0:00,Preferred Finishing Inc,LTL,12,1,,,1,1,,,
4/5/2023 0:00,Prime Packaging,LTL,13,1,1,1,,,,,6.95
4/5/2023 0:00,Priority Tire,LTL,5,1,,,1,1,,,
4/5/2023 0:00,"Rani Foods, LP",LTL,15,1,,,1,,,,
4/5/2023 0:00,RCI Off Road,LTL,22,2,2,2,,2,,,5.125
4/5/2023 0:00,Reach Companies,LTL,12,1,1,1,,,,,2.8
4/5/2023 0:00,Regal Beloit - International,LCL,1,1,1,1,,,,,1521.95
4/5/2023 0:00,Renwick Handcrafted Tiles,LTL,8,1,1,1,,,,,6.083333333
4/5/2023 0:00,Revolve,LTL,13,1,1,1,,,,,5.45
4/5/2023 0:00,Rugged Road Outdoors,LTL,52,4,3,3,1,,,,5.138888889
4/5/2023 0:00,Seat Specialists,LTL,8,2,1,1,1,,,,2.45
4/5/2023 0:00,Shoe Palace,FTL,16,2,1,1,1,2,,,21.1
4/5/2023 0:00,Source Direct,LTL,4,1,,,1,,,,
4/5/2023 0:00,Southeastern Corrugated,FTL,8,1,1,1,,5,,,12.15
4/5/2023 0:00,Spinpix360,LTL,11,1,1,1,,2,,,3.333333333
4/5/2023 0:00,SRQ FABRICATIONS,LTL,4,1,1,1,,2,,,2.05
4/5/2023 0:00,Sun Image Distributors,LTL,123,11,1,1,10,,,,4.75
4/5/2023 0:00,Sweet Logic,LTL,13,1,,,1,,,,
4/5/2023 0:00,Texoma Mattress,LTL,25,3,,,3,3,,,
4/5/2023 0:00,The Cornhole Cave,LTL,40,4,,,4,4,,,
4/5/2023 0:00,The Cortina Companies,FTL,27,3,2,2,1,10,,,17.01666667
4/5/2023 0:00,The Cortina Companies,LTL,10,2,1,1,1,6,,,86.7
4/5/2023 0:00,The Wahlberg Texas Corporation,LTL,12,3,1,1,2,4,,,18.26666667
4/5/2023 0:00,Unbank,LTL,109,8,8,8,,,,,3.111009174
4/5/2023 0:00,Valleywood Cabinetry,LTL,11,1,,,1,1,,,
4/5/2023 0:00,Valudor Products,FTL,39,4,,1,3,18,,2,81.93333333
4/5/2023 0:00,Vertical Solutions,LTL,4,1,1,1,,,,,4.733333333
4/5/2023 0:00,Vogue Hospitality,FTL,8,1,,,1,2,,,
4/5/2023 0:00,Vogue Hospitality,LTL,12,1,,,1,,,,
4/5/2023 0:00,WIT LOGISTICS,FTL,9,1,1,1,,1,,,3.366666667
4/5/2023 0:00,worldwide recycler services,FTL,52,6,2,2,4,8,,2,4.316666667
4/4/2023 0:00,"Above Edge, Inc",LTL,45,3,2,2,1,,,,2.375
4/4/2023 0:00,AJSRE NY Inc,LTL,127,12,5,5,7,1,,,1703.213889
4/4/2023 0:00,Allegheny Store Fixtures,FTL,13,1,,,1,8,,1,
4/4/2023 0:00,Allegheny Store Fixtures,LTL,11,1,,,1,1,,,
4/4/2023 0:00,Apollo Enclosures,LTL,4,1,1,1,,2,,,16.46666667
4/4/2023 0:00,Axess Americas Events Inc,LTL,23,2,1,1,1,,,,5.283333333
4/4/2023 0:00,Backyard Soda Co Inc.,LTL,11,1,1,1,,,,,22.68333333
4/4/2023 0:00,Banyan Plastics,FTL,31,3,,,3,4,,,
4/4/2023 0:00,BBQ Grill Outlet,LTL,14,1,,,1,,,,
4/4/2023 0:00,Big Boy Archery Targets,LTL,10,1,,,1,,,,
4/4/2023 0:00,Bravus Brewing Company,LTL,14,1,,,1,,,,
4/4/2023 0:00,Civit Products,LTL,41,5,3,3,2,4,,,1.799382716
4/4/2023 0:00,ConXtech,FTL,8,1,1,1,,6,,,40.31666667
4/4/2023 0:00,COR Corporation,LTL,18,2,1,1,1,4,,,16.23333333
4/4/2023 0:00,D P Nicoli,FTL,14,1,,,1,6,,1,
4/4/2023 0:00,"Dabos, Inc",LTL,66,6,,,6,,,,
4/4/2023 0:00,Dahdoul Textiles,FTL,16,2,1,1,1,4,,,10.95
4/4/2023 0:00,Dahdoul Textiles,LTL,48,4,2,2,2,,,,14.19166667
4/4/2023 0:00,DRC Industries,FTL,47,4,2,2,2,14,,1,76.646
4/4/2023 0:00,DRC Industries,LTL,75,7,5,5,2,1,,,18.78274854
4/4/2023 0:00,DumpsterGard,LTL,26,2,2,2,,1,,,2.891666667
4/4/2023 0:00,Dynamic Wood Products Inc,LTL,26,2,,,2,4,,,
4/4/2023 0:00,EZE Ryders,LTL,51,6,,,6,12,,,
4/4/2023 0:00,Facility Armor,LTL,28,2,,,2,2,,,
4/4/2023 0:00,Freedom Polymers,FTL,49,5,,,5,9,,2,
4/4/2023 0:00,Frimpeks,LTL,18,2,1,1,1,,,,9.55
4/4/2023 0:00,Griffin Fitness,LTL,22,2,1,1,1,2,,,3.983333333
4/4/2023 0:00,Harry Miller Appliances,LTL,14,1,,,1,,,,
4/4/2023 0:00,HD Buttercup LP,LTL,8,2,1,1,1,,,,0.666666667
4/4/2023 0:00,HTP SUPPLY LLC,FTL,8,1,,,1,1,,,
4/4/2023 0:00,Innovative Forage,FTL,11,1,,,1,1,,1,
4/4/2023 0:00,Innovative Forage - International,FCL,1,1,,,1,,,,
4/4/2023 0:00,International Surrey Company Ltd.,LTL,15,1,,,1,2,,,
4/4/2023 0:00,Inxeption Marketplace,FTL,34,5,1,1,4,7,,,16.43333333
4/4/2023 0:00,Inxeption Marketplace,LTL,101,9,5,5,4,7,,,255.9707692
4/4/2023 0:00,J.D. Staron Galleries,LTL,26,2,,,2,,,,
4/4/2023 0:00,JGL Produce,FTL,12,1,,,1,2,,1,
4/4/2023 0:00,"JumpSport, Inc.",LTL,12,1,,,1,,,,
4/4/2023 0:00,LA Floor Coverings,LTL,164,15,6,5,10,12,,,13.42333333
4/4/2023 0:00,LazySuzy,LTL,37,3,,,3,1,,,
4/4/2023 0:00,LOOMLAN,LTL,30,3,1,1,2,7,,,4.133333333
4/4/2023 0:00,Mersi Distribution,LTL,4,1,1,1,,2,,,18.7
4/4/2023 0:00,Meyer Burger (Americas) Ltd.,Drayage,4,4,4,4,,,,,4.0875
4/4/2023 0:00,OnBoard Logistics,LTL,31,3,,,3,1,,,
4/4/2023 0:00,Presotea US,LTL,22,2,2,2,,,,,2.913636364
4/4/2023 0:00,Priority Tire,LTL,65,5,2,2,3,4,,,6.377777778
4/4/2023 0:00,R&W Co. LLC,LTL,14,1,1,1,,,,,1.383333333
4/4/2023 0:00,RCI Off Road,LTL,11,1,1,1,,1,,,2.266666667
4/4/2023 0:00,Reach Companies,LTL,5,1,1,1,,,,,4.433333333
4/4/2023 0:00,Regal Beloit - International,FCL,7,7,7,7,,,,,-8528.280952
4/4/2023 0:00,Regal Beloit - International,LCL,5,4,4,4,,,,,1734.923333
4/4/2023 0:00,Renwick Handcrafted Tiles,LTL,28,3,1,1,2,,,,4.116666667
4/4/2023 0:00,Revolve,LTL,12,1,1,1,,,,,21.13333333
4/4/2023 0:00,Rhinotex,LTL,20,5,3,3,2,1,,,5.083333333
4/4/2023 0:00,Rugged Road Outdoors,LTL,28,2,1,1,1,,,,6
4/4/2023 0:00,Runnin 4 Tacos,LTL,12,1,1,1,,,,,1.766666667
4/4/2023 0:00,Saatvik Green Energy (P) Ltd.,FCL,7,1,,,1,,,1,
4/4/2023 0:00,Seat Specialists,LTL,8,2,,,2,1,,,
4/4/2023 0:00,Sipa North America,LTL,37,3,1,1,2,,,,2.866666667
4/4/2023 0:00,Source Direct,LTL,17,4,,,4,,,,
4/4/2023 0:00,SRQ FABRICATIONS,LTL,12,3,3,3,,,,,1.316666667
4/4/2023 0:00,Stillman Co.,LTL,39,3,,,3,4,,,
4/4/2023 0:00,Sun Image Distributors,LTL,133,12,5,5,7,,,,25.5610119
4/4/2023 0:00,The Bottle Crew,FTL,9,1,,,1,2,,,
4/4/2023 0:00,The Cortina Companies,FTL,8,1,1,1,,6,,,0.816666667
4/4/2023 0:00,The Cortina Companies,LTL,19,2,,,2,4,,,
4/4/2023 0:00,The Wahlberg Texas Corporation,LTL,16,4,2,2,2,4,,,4.4
4/4/2023 0:00,Valleywood Cabinetry,LTL,34,3,1,1,2,,,,5.1
4/4/2023 0:00,Valudor Products,FTL,13,2,,,2,5,,2,
4/4/2023 0:00,Vogue Hospitality,FTL,40,4,,,4,6,,2,
4/4/2023 0:00,VPE Thermal LLC,LTL,15,1,,,1,1,,,
4/4/2023 0:00,worldwide recycler services,FTL,22,2,1,1,1,5,,1,9.35
4/3/2023 0:00,"Above Edge, Inc",LTL,22,2,1,1,1,,,,1.416666667
4/3/2023 0:00,AJSRE NY Inc,LTL,111,11,5,5,6,1,,,1629.130272
4/3/2023 0:00,Amer Rugs,LTL,28,2,1,1,1,2,,,2.25
4/3/2023 0:00,American Hyperion Solar LLC,Customs,2,2,,,2,,,,
4/3/2023 0:00,American Sentry Solar,FTL,8,1,1,1,,3,,,2.1
4/3/2023 0:00,Apollo Enclosures,LTL,4,1,1,1,,1,,,7.133333333
4/3/2023 0:00,Bandit Fitness,LTL,24,2,1,1,1,,,,70.78333333
4/3/2023 0:00,BBQ Grill Outlet,LTL,13,1,,,1,1,,,
4/3/2023 0:00,Big River Rubber & Gasket,LTL,26,2,,,2,1,,,
4/3/2023 0:00,Caig Laboratories,LTL,13,1,1,1,,1,,,6.466666667
4/3/2023 0:00,Civit Products,LTL,46,4,2,2,2,,,,1.423611111
4/3/2023 0:00,COAST CRATING & PACKAGING,LTL,12,1,,,1,1,,,
4/3/2023 0:00,COR Corporation,FTL,31,2,,,2,4,,2,
4/3/2023 0:00,COR Corporation,LTL,61,5,1,1,4,4,,,25.68333333
4/3/2023 0:00,Dahdoul Textiles,LTL,68,5,3,3,2,,,,10.29375
4/3/2023 0:00,DIY International Freight,FCL,2,2,2,2,,,,,2.2
4/3/2023 0:00,DRC Industries,FTL,172,17,13,13,4,48,,2,45.84134367
4/3/2023 0:00,DRC Industries,LTL,191,18,6,6,12,9,,,4.525925926
4/3/2023 0:00,DreamPod,LTL,9,1,1,1,,2,,,4
4/3/2023 0:00,East Star Wholesale Inc,LTL,11,1,,,1,,,,
4/3/2023 0:00,Elma Electronic,FTL,8,1,1,1,,5,,,7.116666667
4/3/2023 0:00,Entomol,LTL,10,1,1,1,,1,,,9.883333333
4/3/2023 0:00,EZE Ryders,LTL,14,1,,,1,1,,,
4/3/2023 0:00,Facility Armor,LTL,28,2,1,1,1,5,,,2.966666667
4/3/2023 0:00,Frimpeks,LTL,13,1,,,1,,,,
4/3/2023 0:00,Gadre Marine Export Pvt. Ltd.,Drayage,1,1,1,1,,,,,3.633333333
4/3/2023 0:00,Go Rhino,LTL,26,2,,,2,1,,,
4/3/2023 0:00,Gotham Synergy,LTL,109,11,1,1,10,15,,,151.3
4/3/2023 0:00,Grill Grate,LTL,13,1,,,1,,,,
4/3/2023 0:00,HC LLC,LTL,24,2,1,1,1,,,,7.016666667
4/3/2023 0:00,HD Buttercup LP,LTL,4,1,1,1,,1,,,2.316666667
4/3/2023 0:00,HEWITT RACING & MFG,LTL,11,1,,,1,,,,
4/3/2023 0:00,HTP SUPPLY LLC,FTL,16,2,1,1,1,2,,,15.13333333
4/3/2023 0:00,Innovative Forage,FTL,16,2,,,2,2,,,
4/3/2023 0:00,Innovative Forage,LTL,69,5,,,5,,,,
4/3/2023 0:00,Inxeption Marketplace,FTL,47,7,3,3,4,10,,,28.85
4/3/2023 0:00,Inxeption Marketplace,LTL,33,4,3,3,1,6,,,14.4375
4/3/2023 0:00,JS Marketing,LTL,4,1,1,1,,,,,1.85
4/3/2023 0:00,"JumpSport, Inc.",LTL,59,5,2,2,3,4,,,44.68188406
4/3/2023 0:00,LA Floor Coverings,LTL,52,4,3,3,1,1,,,2.667948718
4/3/2023 0:00,LazySuzy,LTL,42,3,,,3,,,,
4/3/2023 0:00,Mersi Distribution,FTL,8,1,,,1,1,,,
4/3/2023 0:00,Mersi Distribution,LTL,32,8,,,8,7,,,
4/3/2023 0:00,MKB Company,FTL,12,1,,,1,6,,1,
4/3/2023 0:00,MKB Company,LTL,65,5,1,1,4,6,,,2.733333333
4/3/2023 0:00,Murphy Enterprises of Alabama Inc,LTL,5,1,,,1,2,,,
4/3/2023 0:00,"Nutech Biosciences, Inc.",LTL,12,1,,,1,,,,
4/3/2023 0:00,OnBoard Logistics,LTL,27,2,1,1,1,,,,11.78333333
4/3/2023 0:00,Pioneers Harvest,FTL,13,1,,,1,7,,1,
4/3/2023 0:00,Pioneers Harvest,LTL,27,3,,,3,,,,
4/3/2023 0:00,Prime Packaging,LTL,16,1,,,1,1,,,
4/3/2023 0:00,Quality Carpet Cleaning,FTL,24,3,1,1,2,6,,,4.333333333
4/3/2023 0:00,"Rani Foods, LP",LTL,5,1,,,1,3,,,
4/3/2023 0:00,RBA Photobooths,LTL,14,1,1,1,,,,,3.3
4/3/2023 0:00,Reach Companies,LTL,9,1,1,1,,2,,,3.233333333
4/3/2023 0:00,"Ready Containment , LLC",FTL,41,4,1,1,3,27,,,46.68333333
4/3/2023 0:00,"Ready Containment , LLC",LTL,26,2,,,2,2,,,
4/3/2023 0:00,Regal Beloit - International,Air,1,1,1,1,,,,,2.083333333
4/3/2023 0:00,Regal Beloit - International,FCL,5,5,5,5,,,,,2.183333333
4/3/2023 0:00,Rehab Racing Development,LTL,25,2,2,2,,,,,3.190666667
4/3/2023 0:00,Revolve,LTL,12,1,1,1,,,,,4.233333333
4/3/2023 0:00,Rhinotex,LTL,8,2,2,2,,1,,,4.516666667
4/3/2023 0:00,Rugged Road Outdoors,LTL,14,1,1,1,,,,,4.65
4/3/2023 0:00,Seat Specialists,LTL,4,1,,,1,,,,
4/3/2023 0:00,Size Metal,LTL,14,1,1,1,,3,,,4.7
4/3/2023 0:00,Skinny Latina,LTL,98,7,7,7,,2,,,4.419047619
4/3/2023 0:00,Source Direct,LTL,12,3,,,3,1,,,
4/3/2023 0:00,The Cortina Companies,FTL,30,3,2,2,1,17,,1,3.991666667
4/3/2023 0:00,The Cortina Companies,LTL,5,1,,,1,3,,,
4/3/2023 0:00,The Wahlberg Texas Corporation,LTL,16,4,2,2,2,3,,,2234.825
4/3/2023 0:00,Titan Water Pro,LTL,4,1,,,1,1,,,
4/3/2023 0:00,True Algae FL,LTL,12,1,1,1,,1,,,4.016666667
4/3/2023 0:00,Upland Enterprises Inc.,LTL,26,3,,,3,2,,,
4/3/2023 0:00,Valleywood Cabinetry,LTL,22,2,,,2,1,,,
4/3/2023 0:00,Valudor Products,FTL,38,4,,,4,9,,,
4/3/2023 0:00,Vogue Hospitality,FTL,8,1,,,1,2,,,
4/3/2023 0:00,VPE Thermal LLC,LTL,16,1,1,1,,,,,3.25
4/3/2023 0:00,Wee's Beyond,LTL,13,1,1,1,,,,,6.3
4/3/2023 0:00,WIT LOGISTICS,FTL,8,1,1,1,,1,,,2.25
4/2/2023 0:00,AJSRE NY Inc,LTL,57,6,1,1,5,11,,,146.2666667
4/2/2023 0:00,AVRS FURNITURE,LTL,10,1,1,1,,,,,3.133333333
4/2/2023 0:00,DreamPod,LTL,49,5,1,1,4,5,,,2.6
4/2/2023 0:00,LazySuzy,LTL,36,3,,,3,6,,,
4/1/2023 0:00,Aeotec Americas,LTL,11,1,,,1,,,,
4/1/2023 0:00,DreamPod,LTL,10,1,,,1,1,,,
4/1/2023 0:00,HEWITT RACING & MFG,LTL,11,1,,,1,,,,
4/1/2023 0:00,LazySuzy,LTL,5,1,,,1,4,,,
4/1/2023 0:00,The Topocean Group,FTL,16,2,,,2,2,,,
4/1/2023 0:00,The Wahlberg Texas Corporation,LTL,4,1,,,1,,,,
3/31/2023 0:00,5J Logistics,LTL,56,4,,,4,,,,
3/31/2023 0:00,Aeotec Americas,LTL,11,1,1,1,,,,,3.133333333
3/31/2023 0:00,AJSRE NY Inc,LTL,153,14,7,7,7,,,,3017.746138
3/31/2023 0:00,Apollo Enclosures,LTL,8,2,1,1,1,3,,,9.016666667
3/31/2023 0:00,AVRS FURNITURE,LTL,13,1,1,,1,,,,
3/31/2023 0:00,Caig Laboratories,LTL,13,1,,,1,1,,,
3/31/2023 0:00,Colorado Cornhole Connection,LTL,12,1,,,1,,,,
3/31/2023 0:00,ConXtech,FTL,10,3,1,2,1,8,,,78.725
3/31/2023 0:00,Cozy Roadie,FTL,14,1,,,1,3,,,
3/31/2023 0:00,Dahdoul Textiles,FTL,8,1,1,1,,1,,,27.96666667
3/31/2023 0:00,Dahdoul Textiles,LTL,27,2,1,1,1,,,,14.53333333
3/31/2023 0:00,DRC Industries,FTL,71,6,5,5,1,26,,,21.76065574
3/31/2023 0:00,DRC Industries,LTL,65,5,2,2,3,,,,34.11666667
3/31/2023 0:00,DumpsterGard,LTL,13,1,1,1,,,,,2.816666667
3/31/2023 0:00,Dynamic Wood Products Inc,LTL,12,1,1,1,,,,,47.5
3/31/2023 0:00,E2SOL,FTL,1,1,1,1,,,,,5.65
3/31/2023 0:00,Facility Armor,FTL,8,1,,,1,6,,,
3/31/2023 0:00,Frimpeks,LTL,24,2,,,2,,,,
3/31/2023 0:00,Griffin Fitness,LTL,24,2,1,1,1,4,,,1.9
3/31/2023 0:00,HD Buttercup LP,FTL,8,1,1,1,,1,,,34.45
3/31/2023 0:00,HEWITT RACING & MFG,LTL,11,1,,,1,,,,
3/31/2023 0:00,Innovative Forage,FTL,9,1,,,1,1,,,
3/31/2023 0:00,Inxeption Marketplace,Customs,1,1,1,1,,,,,6.183333333
3/31/2023 0:00,Inxeption Marketplace,FTL,35,5,,,5,7,,,
3/31/2023 0:00,inxtrans,LTL,8,1,,,1,,,,
3/31/2023 0:00,J.D. Staron Galleries,LTL,23,2,1,1,1,,,,8.283333333
3/31/2023 0:00,JS Marketing,LTL,8,2,2,2,,,,,2.883333333
3/31/2023 0:00,"JumpSport, Inc.",LTL,20,2,,,2,4,,,
3/31/2023 0:00,Konsyl,FTL,8,1,1,1,,1,,,4.95
3/31/2023 0:00,LA Floor Coverings,LTL,161,13,3,3,10,5,,,3.420720721
3/31/2023 0:00,LazySuzy,LTL,65,5,1,1,4,1,,,593.3
3/31/2023 0:00,McAllister Retail Services,LTL,23,2,2,2,,,,,2.915942029
3/31/2023 0:00,Mersi Distribution,LTL,12,3,,,3,,,,
3/31/2023 0:00,MKB Company,FTL,13,1,,,1,7,,1,
3/31/2023 0:00,MKB Company,LTL,24,2,,,2,1,,,
3/31/2023 0:00,Murphy Enterprises of Alabama Inc,LTL,15,1,,,1,,,,
3/31/2023 0:00,"Nutech Biosciences, Inc.",FTL,9,1,,,1,6,,,
3/31/2023 0:00,"Nutech Biosciences, Inc.",LTL,22,3,1,1,2,8,,,0.516666667
3/31/2023 0:00,OnBoard Logistics,LTL,60,5,1,1,4,,,,5.85
3/31/2023 0:00,One Source Kitchen and Bath,FTL,8,1,,,1,6,,,
3/31/2023 0:00,Petersen Linens Company,LTL,11,1,,,1,,,,
3/31/2023 0:00,Prime Packaging,LTL,15,1,1,1,,,,,3.616666667
3/31/2023 0:00,Priority Tire,LTL,50,4,2,1,3,3,,,5.1
3/31/2023 0:00,R&R Corp,LTL,11,1,1,1,,,,,3.75
3/31/2023 0:00,Regal Beloit - International,FCL,4,4,4,4,,,,,-30404.96667
3/31/2023 0:00,Regal Beloit - International,LCL,1,1,1,1,,,,,1.25
